SUBTAB,PERMISSION NAME,USAGE DESCRIPTION,MINIMUM SELECTABLE LEVEL,MINIMUM SYSTEM LEVEL,Column1
Lists,Employee Record,Allows usage of the Employees task.,View,,
Lists,Employee Record,Allows usage of the New Employees task.,Full,,
Lists,Employee Record,Allows usage of the Search Employee task.,View,,
Lists,Employee Record,Allows viewing and editing of the Employee Tax Information record.,View,,
Lists,Employee Record,Allows viewing and editing of the Employee record.,View,,
Lists,Employee Social Security Numbers,Allows update of the Employee Social Security Number from the Print W2 page.,Full,,
Lists,Employees,Allows usage of Employee record.,View,,
Lists,Employees,Allows usage of the Assign Reps task.,View,,
Lists,Employees,Allows usage of the Author field on the Employee System Notes report component.,View,,
Lists,Employees,Allows usage of the Employee bulk operation.,Full,,
Lists,Employees,Allows usage of the Employee Change History report definition.,View,,
Lists,Employees,Allows usage of the Employee Change History task.,View,,
Lists,Employees,Allows usage of the Employee field on the Employee System Notes report component.,View,,
Lists,Employees,Allows usage of the Employee System Notes report component.,View,,
Lists,Employees,Allows usage of the Employees snapshot.,View,,
Lists,Employees,Allows usage of the Employees task.,View,,
Lists,Employees,Allows usage of the New Assign Support Reps task.,View,,
Lists,Employees,Allows usage of the New Employees task.,View,,
Lists,Employees,Allows usage of the Reformat Employees Using First Name First bulk operation.,Edit,,
Lists,Employees,Allows usage of the Reformat Employees Using Last Name First bulk operation.,Edit,,
Lists,Employees,Allows usage of the Search Employee task.,View,,
Lists,Employees,Allows viewing of the Employee Change History Report report.,View,,
Lists,Entity-Subsidiary relationship,Allows usage of the bulk processing tasks.,View,,
Lists,Equity Registers,Allows usage of the Equity Register task.,Create,,
Lists,Events,Allows usage of Event record.,View,,
Lists,Events,Allows usage of the Activities bulk operation.,Edit,,
Lists,Events,Allows usage of the Activity List task.,View,,
Lists,Events,Allows usage of the Activity search.,View,,
Lists,Events,Allows usage of the Delete Events bulk operation.,Full,,
Lists,Events,Allows usage of the Event Invitation reminder.,View,,
Lists,Events,Allows usage of the Event search.,View,,
Lists,Events,Allows usage of the Events task.,View,,
Lists,Events,Allows usage of the Mark Events Complete bulk operation.,Full,,
Lists,Events,Allows usage of the New Activity task.,View,,
Lists,Events,Allows usage of the New Event task.,View,,
Lists,Events,Allows viewing and editing of the Event record.,View,,
Lists,Expense Amortization Plan,Allows usage of the Edit Expense Amortization Plans task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Expense Amortization Event search.,View,,
Lists,Expense Amortization Plan,Allows usage of the Expense Amortization Events task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Expense Amortization Plan reminder.,View,,
Lists,Expense Amortization Plan,Allows usage of the Expense Amortization Plan search.,View,,
Lists,Expense Amortization Plan,Allows usage of the Expense Amortization Plans and Schedules search.,View,,
Lists,Expense Amortization Plan,Allows usage of the Expense Amortization Plans task.,View,,
Lists,Expense Amortization Plan,Allows usage of the New Expense Amortization Event task.,View,,
Lists,Expense Amortization Plan,Allows usage of the New Expense Plan task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Previous Expense Plan search.,View,,
Lists,Expense Amortization Plan,Allows usage of the Recalculate Expense Forecast Plans Status task.,Edit,,
Lists,Expense Amortization Plan,Allows usage of the Recalculate Expense Forecast Plans task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Search Expense Amortization Event task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Search Expense Amortization Plan and Schedule task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Search Expense Plan Form task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Search Expense Plan Message task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Update Expense Amortization Plans Status task.,View,,
Lists,Expense Amortization Plan,Allows usage of the Update Expense Amortization Plans Status task.,Edit,,
Lists,Expense Amortization Plan,Allows usage of the Update Expense Amortization Plans task.,Create,,
Lists,Expense Amortization Plan,Allows viewing and editing of the Expense Amortization Event record.,View,,
Lists,Expense Amortization Plan,Allows viewing and editing of the Recalculate Expense Forecast Plans record.,View,,
Lists,Expense Amortization Plan,Allows viewing and editing of the Update Expense Plans record.,View,,
Lists,Expense Amortization Rule,Allows usage of the Expense Amortization Rule search.,View,,
Lists,Expense Amortization Rule,Allows usage of the Expense Amortization Rules task.,View,,
Lists,Expense Amortization Rule,Allows usage of the New Expense Amortization Rule task.,View,,
Lists,Expense Amortization Rule,Allows usage of the Search Expense Amortization Rule Form task.,View,,
Lists,Expense Categories,Allows usage of the Expense Categories task.,View,,
Lists,Expense Categories,Allows usage of the Expense Category Rate search.,View,,
Lists,Expense Categories,Allows usage of the Expense Category search.,View,,
Lists,Expense Categories,Allows usage of the New Expense Categories task.,View,,
Lists,Expense Categories,Allows usage of the Third Party Conversion Tracking URL search.,View,,
Lists,Expense Categories,Allows viewing and editing of the Expense Category record.,View,,
Lists,Expense Categories,Allows viewing and editing of the Third Party Tracking Pixel record.,View,,
Lists,Expense Registers,Allows usage of the Expense Register task.,Create,,
Lists,Export Lists,Allows export to CSV or Excel of search results and lists.,Create,,
Lists,Fair Value Dimension,Allows usage of the Fair Value Dimension search.,View,,
Lists,Fair Value Dimension,Allows usage of the Fair Value Dimension task.,View,,
Lists,Fair Value Dimension,Allows usage of the Fair Value Dimensions task.,View,,
Lists,Fair Value Formula,Allows usage of the Fair Value Formula search.,View,,
Lists,Fair Value Formula,Allows usage of the Fair Value Formulas task.,View,,
Lists,Fair Value Formula,Allows usage of the New Fair Value Formula task.,View,,
Lists,Fair Value Formula,Allows usage of the Search Fair Value Formulas task.,View,,
Lists,Fair Value Price,Allows usage of the Fair Value Price Lists task.,View,,
Lists,Fair Value Price,Allows usage of the Fair Value Price search.,View,,
Lists,Fair Value Price,Allows usage of the New Fair Value Price task.,View,,
Lists,Fair Value Price,Allows usage of the Search Fair Value Price Form task.,View,,
Lists,Fax Messages,Allows usage of the New Fax Message task.,View,,
Lists,Fax Template,Allows usage of the Fax Template search.,View,,
Lists,Fax Template,Allows usage of the Fax Templates task.,View,,
Lists,Fax Template,Allows usage of the Inactivate Fax Templates bulk operation.,Edit,,
Lists,Fax Template,Allows usage of the New Fax Templates task.,View,,
Lists,Fax Template,Allows usage of the Search All Fax Templates task.,View,,
Lists,Fax Template,Allows viewing and editing of the Fax Template record.,View,,
Lists,Financial History,Allows viewing of the Transactions Subtab on Entity Records.,View,,
Lists,Fiscal Calendars,Allows usage of the Fiscal Calendar search.,View,,
Lists,Fiscal Calendars,Allows usage of the Fiscal Calendars task.,View,,
Lists,Fixed Asset Registers,Allows usage of the Fixed Asset Register task.,Create,,
Lists,General Token,Allows viewing and editing of the General Token record.,View,,
Lists,Generic Resources,Allows usage of the Generic Resource search.,View,,
Lists,Generic Resources,Allows usage of the Generic Resources task.,View,,
Lists,Generic Resources,Allows usage of the New Generic Resource task.,Edit,,
Lists,Generic Resources,Allows usage of the Search Generic Resources task.,View,,
Lists,Generic Resources,Allows viewing and editing of the Generic Resource record.,View,,
Lists,Gift Certificate,Allows viewing and editing of the Gift Certificate record.,View,,
Lists,Global Inventory Relationship,Allows usage of the Global Inventory Relationship search.,View,,
Lists,Global Inventory Relationship,Allows usage of the Global Inventory Relationship task.,View,,
Lists,Global Inventory Relationship,Allows usage of the New Global Inventory Relationship task.,View,,
Lists,Global Inventory Relationship,Allows usage of the Search Global Inventory Relationship task.,View,,
Lists,Global Inventory Relationship,Allows viewing and editing of the Global Inventory Relationship record.,View,,
Lists,Government-Issued ID Types,Allows usage of the Government-Issued ID Type search.,View,,
Lists,Government-Issued ID Types,Allows usage of the Government-Issued ID Types task.,View,,
Lists,Government-Issued ID Types,Allows usage of the New Government-Issued ID Type task.,View,,
Lists,Government-Issued ID Types,Allows usage of the Search Government-Issued ID Types task.,View,,
Lists,Government-Issued ID Types,Allows viewing and editing of the Government-Issued ID Type record.,View,,
Lists,HCMJob Management,Allows usage of the HCMJob search.,View,,
Lists,HCMJob Management,Allows usage of the Jobs task.,View,,
Lists,HCMJob Management,Allows usage of the New Job task.,View,,
Lists,HCMJob Management,Allows usage of the Search HCM Job task.,View,,
Lists,HCMJob Management,Allows viewing and editing of the HCMJob record.,View,,
Lists,HCMJob Requisitions,Allows usage of the HCMJob Requisition search.,View,,
Lists,HCMJob Requisitions,Allows usage of the Job Requisitions task.,View,,
Lists,HCMJob Requisitions,Allows usage of the New Job Requisition task.,View,,
Lists,HCMJob Requisitions,Allows usage of the Search Job Requisition task.,View,,
Lists,HCMJob Requisitions,Allows viewing and editing of the Job Requisition record.,View,,
Lists,Inbound Shipment,Allows usage of the Create Inbound Shipment task.,Create,,
Lists,Inbound Shipment,Allows usage of the Inbound Shipment Item search.,View,,
Lists,Inbound Shipment,Allows usage of the Inbound Shipment search.,View,,
Lists,Inbound Shipment,Allows usage of the Inbound Shipment task.,View,,
Lists,Inbound Shipment,Allows usage of the Inbound Shipments task.,View,,
Lists,Inbound Shipment,Allows viewing and editing of the Bulk Ownership Transfer record.,View,,
Lists,Inbound Shipment,Allows viewing and editing of the Inbound Shipment record.,View,,
Lists,Income Registers,Allows usage of the Income Register task.,Create,,
Lists,Integration Applications,Allows usage of the Integration Governance task.,View,,
Lists,Integration Applications,Allows usage of the Manage Integrations task.,View,,
Lists,Internal Publisher,Enables access to publishing fields related to files in the file cabinet. Also enables access to website category forms.,View,,
Lists,Inventory Cost Template,Allows usage of the Inventory Cost Template search.,View,,
Lists,Inventory Cost Template,Allows usage of the Inventory Cost Template task.,View,,
Lists,Inventory Cost Template,Allows usage of the New Inventory Cost Template task.,View,,
Lists,Inventory Cost Template,Allows usage of the Search Inventory Cost Template task.,View,,
Lists,Inventory Cost Template,Allows viewing and editing of the Inventory Cost Template record.,View,,
Lists,Inventory Status,Allows usage of the Inventory Balances task.,View,,
Lists,Inventory Status,Allows usage of the Inventory Status search.,View,,
Lists,Inventory Status,Allows usage of the Inventory Statuses task.,View,,
Lists,Inventory Status,Allows usage of the New Inventory Status task.,View,,
Lists,Inventory Status,Allows usage of the Search Inventory Status task.,View,,
Lists,Issues,Allows usage of Issue record.,,,
Lists,Issues,Allows usage of the Closed Issues snapshot.,View,,
Lists,Issues,Allows usage of the Issue bulk operation.,Full,,
Lists,Issues,Allows usage of the Issue search.,View,,
Lists,Issues,Allows usage of the Issue Versions portlet.,View,,
Lists,Issues,Allows usage of the Issues task.,View,,
Lists,Issues,Allows usage of the New Issue task.,View,,
Lists,Issues,Allows usage of the New Issues snapshot.,View,,
